scorer,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,Derek_Perdomo,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems,smart_systems
individuals,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,arm,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person
bodyparts,head,head,chest,chest,shoulder_l,shoulder_l,shoulder_r,shoulder_r,elbow_l,elbow_l,elbow_r,elbow_r,wrist_l,wrist_l,wrist_r,wrist_r,pelvis,pelvis,hip_l,hip_l,hip_r,hip_r,ankle_l,ankle_l,ankle_r,ankle_r,base,base,joint_1,joint_1,joint_2,joint_2,joint_3,joint_3,joint_4,joint_4,finger1,finger1,finger2,finger2,head,head,chest,chest,shoulder_l,shoulder_l,shoulder_r,shoulder_r,elbow_l,elbow_l,elbow_r,elbow_r,wrist_l,wrist_l,wrist_r,wrist_r,pelvis,pelvis,hip_l,hip_l,hip_r,hip_r,ankle_l,ankle_l,ankle_r,ankle_r,base,base,joint_1,joint_1,joint_2,joint_2,joint_3,joint_3,joint_4,joint_4,finger1,finger1,finger2,finger2,head,head,chest,chest,shoulder_l,shoulder_l,shoulder_r,shoulder_r,elbow_l,elbow_l,elbow_r,elbow_r,wrist_l,wrist_l,wrist_r,wrist_r,pelvis,pelvis,hip_l,hip_l,hip_r,hip_r,ankle_l,ankle_l,ankle_r,ankle_r,base,base,joint_1,joint_1,joint_2,joint_2,joint_3,joint_3,joint_4,joint_4,finger1,finger1,finger2,finger2,head,head,chest,chest,shoulder_l,shoulder_l,shoulder_r,shoulder_r,elbow_l,elbow_l,elbow_r,elbow_r,wrist_l,wrist_l,wrist_r,wrist_r,pelvis,pelvis,hip_l,hip_l,hip_r,hip_r,ankle_l,ankle_l,ankle_r,ankle_r,base,base,joint_1,joint_1,joint_2,joint_2,joint_3,joint_3,joint_4,joint_4,finger1,finger1,finger2,finger2
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/output_cam1/img0013.png,,,,,,,,,,,,,,,,,,,,,,,,,,,776.767046519777,573.7788427845483,781.1275075548381,526.3588290282576,746.2438192743484,563.4227478262778,757.6900294913842,513.277445923074,723.8964564696598,530.7192900633188,722.2612835815119,520.908252734431,732.0723209103996,543.2556155391198,916.8468572711182,392.8197098295081,893.4093792076642,442.965011732712,874.877419808654,410.8066115991356,938.1041048170416,458.2266253554262,854.1652298921133,446.78041513839054,943.554681110868,527.9940019164055,847.0794807101389,475.66846949567105,879.2378808437153,511.642273034926,859.0707485565572,541.0753850215892,832.90798234619,529.6291748045535,887.413745284455,568.8733241201044,841.6289044163124,639.1857583104663,871.0620164029756,671.3441584440427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0098.png,,,,,,,,,,,,,,,,,,,,,,,,,,,772.4065854847157,574.8689580433136,779.4923346666901,523.6335408813443,748.9691074212617,560.1524020499819,757.1449718620015,510.5521577761607,731.527263281017,526.3588290282576,721.7162259521292,523.6335408813443,730.9822056516343,547.616076574181,917.9369725298834,379.1932690949418,899.950070760256,439.14960832703343,871.0620164029756,410.2615539697529,940.2843353345721,460.9519135023395,850.8948841158174,449.5057032853038,938.6491624464243,525.8137713988749,843.2640773044603,474.57835423690574,874.877419808654,513.277445923074,856.8905180390266,542.7105579097372,836.1783281224859,530.7192900633188,888.5038605432203,565.0579207144258,837.2684433812512,638.6407006810837,868.881785885445,664.2584092620683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0142.png,,,,,,,,,,,,,,,,,,,,,,,,,,,778.9472770373075,575.9590733020789,784.9429109605167,526.3588290282576,748.424049791879,563.4227478262778,757.1449718620015,511.642273034926,729.892090392869,524.7236561401096,722.2612835815119,522.543425622579,732.6173785397823,545.4358460566503,895.0445520958122,369.92728939543673,883.0532842493938,424.97810996308453,864.5213248503837,406.991208193457,925.0227217118579,445.69029987962523,845.9893654513736,440.7847812151814,922.8424911943273,511.642273034926,835.6332704931033,466.94754742554863,864.5213248503837,505.64663911171687,848.1695959689041,533.9896358396147,824.7321179054502,526.3588290282576,881.4181113612459,566.1480359731911,817.6463687234757,638.095643051701,869.4268435148276,673.5243889615733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0216.png,,,,,,,,,,,,,,,,,,,,,,,,,,,775.6769312610116,572.1436698964003,782.2176228136034,532.3544629514668,733.162436169165,540.5303273922066,746.2438192743484,498.01583230035976,706.454612329415,493.1103136359159,698.823805518058,474.57835423690574,694.4633444829967,498.01583230035976,860.7059214447052,350.850272367044,855.2553451508786,405.3560353053091,837.2684433812512,389.5493640532122,891.7742063195162,407.53626582283965,818.736483982241,436.9693778095028,892.8643215782815,478.3937576425843,795.8440635481697,483.8443339364108,860.1608638153225,526.9038866576402,821.4617721291543,521.4533103638137,806.7452161358227,517.6379069581352,859.0707485565572,550.8864223504769,819.8265992410063,636.460470163553,843.2640773044603,651.1770261568847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0230.png,,,,,,,,,,,,,,,,,,,,,,,,,,,773.988735989859,574.5363920617942,777.9626747232346,525.7137161946091,715.5150660559049,526.8491272612879,745.603459322891,481.43268459413895,717.7858881892623,465.5369296606369,716.0827715892442,446.80264706043795,693.9422557890091,470.6462794606911,856.3060383240663,345.1833565926923,855.738332790727,399.68308779327094,823.3791173903835,391.7352103265199,879.0142596576408,412.7403150600763,812.0250067235962,433.7454197936326,888.0975481910706,480.2972735274602,798.9677794567909,480.8649790607996,843.248811057261,511.5210778611251,829.6238782571164,532.5261825946815,794.9938407234154,517.7658387278581,854.6029217240483,543.8802932614688,818.2697675903291,637.5517062624633,840.4102833905642,655.1505777959835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0306.png,849.4935719239941,340.64171232597744,842.1133999905824,394.5737379932167,816.566650990311,387.193566059805,877.8788485909621,403.0893209933071,797.2646628567728,430.9068921269358,888.6652537244099,481.43268459413895,780.8012023899314,457.02134666054644,860.2799770574419,528.5522438613059,815.4312399236323,514.3596055278219,804.0771292568452,521.1720719278942,832.4624059238132,536.500121328057,813.7281233236142,633.5777675290877,841.5456944572429,655.1505777959835,771.1502083231622,573.4009809951154,782.5043189899495,533.6615936613603,801.2386015901484,468.37545732733366,851.1966885240122,464.9692241272975,865.9570323908355,470.0785739273517,882.420492857677,468.943162860673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0525.png,,,,,,,,,,,,,,,,,,,,,,,,,,,777.3949691898952,569.9947477950793,784.2074355899675,532.5261825946815,813.7281233236142,462.1306964606007,845.5196331906185,467.24004626065494,,,,,825.0822339904015,450.20888026047413,851.1966885240122,337.23547912594125,847.790455323976,392.3029158598593,815.4312399236323,384.3550383931082,886.3944315910525,405.3601431266646,806.3479513902025,424.0944257268635,903.9933031245727,460.99528539392196,787.6136687900037,478.0264513941028,891.5037813911067,513.7918999944825,826.7853505904196,504.1409059277134,812.0250067235962,514.3596055278219,851.1966885240122,526.2814217279486,,,854.035216190709,635.2808841291059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/output_cam1/img0616.png,,,,,,,,,,,,,,,,,,,,,,,,,,,775.691852589877,574.5363920617942,785.3428466566463,534.2292991946996,813.7281233236142,467.8077517939943,848.9258663906546,470.0785739273517,,,,,826.7853505904196,451.9119968604922,867.0924434575143,345.1833565926923,862.5507991907994,396.2768545932348,837.0040501905281,387.193566059805,903.4255975912333,407.06325972668265,822.2437063237047,426.9329533935603,907.3995363246089,458.7244632605645,,,890.9360758577674,518.9012497945369,832.4624059238132,507.5471391277496,818.8374731236686,512.0887833944645,854.6029217240483,524.5783051279304,,,856.3060383240663,635.8485896624452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
